"chr" "start" "end" "strand" "pvalue" "qvalue" "meth.diff"
"8462" "NC_086373.1" 2032192 2032194 "*" 7.43434541451131e-11 1.14237864387901e-07 -58.4523809523809
"8471" "NC_086373.1" 2035804 2035806 "*" 9.6217014171722e-14 5.41968651211002e-10 -52.3730422401519
"8667" "NC_086373.1" 2107918 2107920 "*" 2.40627562054991e-16 4.36215940929878e-12 -67.8765880217786
"9682" "NC_086373.1" 2474737 2474739 "*" 1.25579691352711e-12 4.36786348246207e-09 -52.2068511198946
"20332" "NC_086373.1" 4659401 4659403 "*" 3.97372000832915e-17 1.03470804585171e-12 -59.9588719153937
"45188" "NC_086373.1" 8473387 8473389 "*" 1.29287987965301e-16 2.66830680012035e-12 65.3339391185824
"47023" "NC_086373.1" 8730536 8730538 "*" 8.48891970698333e-12 2.02199738211303e-08 -55.5667607906414
"69976" "NC_086373.1" 11519208 11519210 "*" 2.42133933505174e-16 4.37562040509972e-12 -64.1158419639432
"84324" "NC_086373.1" 13439674 13439676 "*" 1.21066998424363e-15 1.56554405336579e-11 -58.5416666666667
"84627" "NC_086373.1" 13550786 13550788 "*" 5.93319733904025e-21 8.7150007763948e-16 -50.6248590119558
"85234" "NC_086373.1" 13715330 13715332 "*" 4.3452237584275e-12 1.1752477639973e-08 -50.428007023705
"87263" "NC_086373.1" 14061480 14061482 "*" 1.50502009548676e-11 3.21220335370713e-08 53.9484286865431
"89543" "NC_086373.1" 14336151 14336153 "*" 3.53146079776736e-12 1.00198521790412e-08 -52.1266968325792
"89552" "NC_086373.1" 14338959 14338961 "*" 1.10989699700747e-11 2.50811795132967e-08 53.6885245901639
"95343" "NC_086373.1" 15198484 15198486 "*" 6.35379006165986e-18 2.33319752218845e-13 -61.6491228070176
"101034" "NC_086373.1" 16191341 16191343 "*" 2.60747407243462e-11 4.98398239544751e-08 57.2099087353325
"122074" "NC_086373.1" 19118249 19118251 "*" 5.57614557019731e-12 1.43435657895475e-08 -51.0822510822511
"128414" "NC_086373.1" 19965605 19965607 "*" 1.02040962452894e-10 1.47500576515019e-07 50.8417508417508
