Module	Section	Sample Name	Source
FastQC	all_sections	239M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/239M_2_fastqc.zip
FastQC	all_sections	79M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/79M_1_fastqc.zip
FastQC	all_sections	94M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/94M_1_fastqc.zip
FastQC	all_sections	81M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/81M_1_fastqc.zip
FastQC	all_sections	106M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/106M_2_fastqc.zip
FastQC	all_sections	109M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/109M_2_fastqc.zip
FastQC	all_sections	271M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/271M_1_fastqc.zip
FastQC	all_sections	109M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/109M_1_fastqc.zip
FastQC	all_sections	93M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/93M_1_fastqc.zip
FastQC	all_sections	80M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/80M_2_fastqc.zip
FastQC	all_sections	107M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/107M_1_fastqc.zip
FastQC	all_sections	241M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/241M_2_fastqc.zip
FastQC	all_sections	94M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/94M_2_fastqc.zip
FastQC	all_sections	70M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/70M_2_fastqc.zip
FastQC	all_sections	95M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/95M_1_fastqc.zip
FastQC	all_sections	105M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/105M_2_fastqc.zip
FastQC	all_sections	270M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/270M_2_fastqc.zip
FastQC	all_sections	106M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/106M_1_fastqc.zip
FastQC	all_sections	79M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/79M_2_fastqc.zip
FastQC	all_sections	242M_1	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/242M_1_fastqc.zip
FastQC	all_sections	93M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/93M_2_fastqc.zip
FastQC	all_sections	240M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/240M_2_fastqc.zip
FastQC	all_sections	81M_2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.00-WGBSseq-reads-FastQC-MultiQC/raw-fastqc/81M_2_fastqc.zip
