Module	Section	Sample Name	Source
fastp	all_sections	105M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/105M.fastp-trim.report.json
fastp	all_sections	70M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/70M.fastp-trim.report.json
fastp	all_sections	272M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/272M.fastp-trim.report.json
fastp	all_sections	69M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/69M.fastp-trim.report.json
fastp	all_sections	270M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/270M.fastp-trim.report.json
fastp	all_sections	71M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/71M.fastp-trim.report.json
fastp	all_sections	269M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/269M.fastp-trim.report.json
fastp	all_sections	239M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/239M.fastp-trim.report.json
fastp	all_sections	106M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/106M.fastp-trim.report.json
fastp	all_sections	241M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/241M.fastp-trim.report.json
fastp	all_sections	80M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/80M.fastp-trim.report.json
fastp	all_sections	72M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/72M.fastp-trim.report.json
fastp	all_sections	107M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/107M.fastp-trim.report.json
fastp	all_sections	95M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/95M.fastp-trim.report.json
fastp	all_sections	109M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/109M.fastp-trim.report.json
fastp	all_sections	271M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/271M.fastp-trim.report.json
fastp	all_sections	94M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/94M.fastp-trim.report.json
fastp	all_sections	93M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/93M.fastp-trim.report.json
fastp	all_sections	242M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/242M.fastp-trim.report.json
fastp	all_sections	78M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/78M.fastp-trim.report.json
fastp	all_sections	79M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/79M.fastp-trim.report.json
fastp	all_sections	240M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/240M.fastp-trim.report.json
fastp	all_sections	81M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/81M.fastp-trim.report.json
fastp	all_sections	92M	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/92M.fastp-trim.report.json
FastQC	all_sections	105M_R2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/105M_R2.fastp-trim_fastqc.zip
FastQC	all_sections	72M_R2	/gscratch/scrubbed/samwhite/gitrepos/project-mytilus-methylation/output/00.10-trimming-fastp-FastQC-MultiQC/trimmed-fastqs/72M_R2.fastp-trim_fastqc.zip
